segment_id,text,start,duration,vid
688,from the woman here in 2014 there was a,1619.11,11.25,8cQMzVjHBeI
689,triple mandate saying that we would be,1626.4,7.56,8cQMzVjHBeI
690,allowed to have a second for if it went,1630.36,5.25,8cQMzVjHBeI
691,against the will of the people and,1633.96,3.96,8cQMzVjHBeI
692,getting taken out of Europe it's against,1635.61,4.47,8cQMzVjHBeI
693,the will of the people in Scotland do,1637.92,2.58,8cQMzVjHBeI
694,you mind,1640.08,2.28,8cQMzVjHBeI
695,I seem to her unnervingly found all the,1640.5,4.2,8cQMzVjHBeI
696,stuff in the audience at one Marceau is,1642.36,3.57,8cQMzVjHBeI
697,happy but there are lots of questions on,1644.7,2.55,8cQMzVjHBeI
698,things will you forgive me if I see if I,1645.93,2.82,8cQMzVjHBeI
699,can no not you matey because I know you,1647.25,4.41,8cQMzVjHBeI
700,definitely yes at the bank is your,1648.75,6.15,8cQMzVjHBeI
701,question about Scotland slightly maybe,1651.66,5.43,8cQMzVjHBeI
702,they're very little time Leslie will be,1654.9,4.53,8cQMzVjHBeI
703,very brief so if you had a choice of,1657.09,4.41,8cQMzVjHBeI
704,getting power and sign up a deal with,1659.43,4.11,8cQMzVjHBeI
705,the SNP that's not going to change then,1661.5,3.48,8cQMzVjHBeI
706,you guys know okay Nicola will give you,1663.54,2.67,8cQMzVjHBeI
707,what you want so we can get into okay,1664.98,2.16,8cQMzVjHBeI
708,that definitely is about school,1666.21,2.78,8cQMzVjHBeI
709,everybody's question yes the man there,1667.14,4.74,8cQMzVjHBeI
710,it's not about Scotland died I just,1668.99,4.87,8cQMzVjHBeI
711,think Jeremiah have you finally got an,1671.88,4.17,8cQMzVjHBeI
712,opportunity after nine years of the,1673.86,5.37,8cQMzVjHBeI
713,Tories to get rid of the legacy of,1676.05,6.03,8cQMzVjHBeI
714,Thatcher and Blair and the market and,1679.23,4.62,8cQMzVjHBeI
715,the things that are in your manifesto,1682.08,3.72,8cQMzVjHBeI
716,that improved people's lives the first,1683.85,3.87,8cQMzVjHBeI
717,question was about being frightened I'm,1685.8,3.54,8cQMzVjHBeI
718,not frightened I'm only frightened when,1687.72,3.51,8cQMzVjHBeI
719,I see people on the streets when I see,1689.34,3.33,8cQMzVjHBeI
720,people can't get health care all those,1691.23,3.3,8cQMzVjHBeI
721,things are you finding the position you,1692.67,11.07,8cQMzVjHBeI
722,win or you can put it like the woman in,1694.53,11.67,8cQMzVjHBeI
723,the back it in the green top yes and you,1703.74,3.87,8cQMzVjHBeI
724,say that you're not going to increase,1706.2,3.42,8cQMzVjHBeI
725,taxation but I've read today that in,1707.61,4.05,8cQMzVjHBeI
726,your manifesto it states that you're,1709.62,3.54,8cQMzVjHBeI
727,going to abolish the married person's,1711.66,4.68,8cQMzVjHBeI
728,tax for couples on a lower type of,1713.16,5.55,8cQMzVjHBeI
729,combined income I mean how can that be,1716.34,3.9,8cQMzVjHBeI
730,fair I mean in the last year it cost,1718.71,3.78,8cQMzVjHBeI
731,something like 480 million pounds and,1720.24,4.2,8cQMzVjHBeI
732,that's a drop in the ocean compared to,1722.49,3.5,8cQMzVjHBeI
733,what else you're planning on spending,1724.44,4.32,8cQMzVjHBeI
734,okay I'll try and do it with some of,1725.99,3.97,8cQMzVjHBeI
735,those questions but man you've got a,1728.76,2.88,8cQMzVjHBeI
736,minute left I'm afraid mr. Corbitt,1729.96,3.03,8cQMzVjHBeI
737,speaking after you about a minute let me,1731.64,4.71,8cQMzVjHBeI
738,do a quick first of all we're not doing,1732.99,5.01,8cQMzVjHBeI
739,any deals with any other parties I'm not,1736.35,2.61,8cQMzVjHBeI
740,trying to form a coalition government,1738,3.03,8cQMzVjHBeI
741,I'm fighting this election to win it for,1738.96,3.81,8cQMzVjHBeI
742,labour to win it for the people of this,1741.03,2.82,8cQMzVjHBeI
743,country to end you,1742.77,2.76,8cQMzVjHBeI
744,versal credit deal with the issues of,1743.85,3.829,8cQMzVjHBeI
745,inequality injustice and poverty and,1745.53,5.13,8cQMzVjHBeI
746,deliver an economy that absolutely works,1747.679,5.771,8cQMzVjHBeI
747,for all and our taxation proposals will,1750.66,5.129,8cQMzVjHBeI
748,affect the richest 5% of the people in,1753.45,5.01,8cQMzVjHBeI
749,this country we will end the marriage,1755.789,4.411,8cQMzVjHBeI
750,tax allowance because I think it's,1758.46,3.39,8cQMzVjHBeI
751,discriminatory against non married,1760.2,3,8cQMzVjHBeI
752,couples and they ought to be treated,1761.85,3.51,8cQMzVjHBeI
753,equally across the society an individual,1763.2,4.89,8cQMzVjHBeI
754,taxation is a fairer way of doing things,1765.36,5.73,8cQMzVjHBeI
755,my manifesto fully prepared fully costed,1768.09,5.61,8cQMzVjHBeI
756,I think this is an opportunity for our,1771.09,5.13,8cQMzVjHBeI
757,country to come together deal with the,1773.7,4.44,8cQMzVjHBeI
758,inequality injustice in poverty I can,1776.22,3.569,8cQMzVjHBeI
759,actually go forward to the future with,1778.14,10.529,8cQMzVjHBeI
760,some degree of hope you are telling us,1779.789,10.531,8cQMzVjHBeI
761,tonight that you will remain justly,1788.669,3.091,8cQMzVjHBeI
762,clearly yes or no answer you're telling,1790.32,3.089,8cQMzVjHBeI
763,us tonight you will remain neutral on,1791.76,3.72,8cQMzVjHBeI
764,the issue of whether or not we should,1793.409,6.451,8cQMzVjHBeI
765,remain within the mr. Corbyn thank you,1795.48,6.89,8cQMzVjHBeI
766,very much indeed,1799.86,2.51,8cQMzVjHBeI
767,there we are so don't forget in half an,1819.179,4.29,8cQMzVjHBeI
768,hour we'll be hearing from Joe Swinton,1821.849,4.62,8cQMzVjHBeI
769,and after that Boris Johnson but now can,1823.469,4.351,8cQMzVjHBeI
770,we please work in the First Minister of,1826.469,3.33,8cQMzVjHBeI
771,Scotland and leader of the Scottish,1827.82,5.839,8cQMzVjHBeI
772,National Party Nicola Sturgeon,1829.799,3.86,8cQMzVjHBeI
773,good evening First Minister we are,1842,3.66,8cQMzVjHBeI
774,delighted of course to have you here I,1843.71,3.72,8cQMzVjHBeI
775,can say the same thing to you as I'm,1845.66,3.39,8cQMzVjHBeI
776,saying to all the party leaders the aim,1847.43,3.03,8cQMzVjHBeI
777,is to allow time for our lovely audience,1849.05,3.36,8cQMzVjHBeI
778,here you've got lots of questions lots,1850.46,3.78,8cQMzVjHBeI
779,of opinions already to put as many,1852.41,3.39,8cQMzVjHBeI
780,points to you as possible so I'll be,1854.24,2.64,8cQMzVjHBeI
781,grateful if you keep your answers brief,1855.8,3.93,8cQMzVjHBeI
782,demand to the point and forgive me if I,1856.88,5.04,8cQMzVjHBeI
783,interrupt you of course if you don't so,1859.73,4.53,8cQMzVjHBeI
784,let's take our first question for Nicola,1861.92,4.77,8cQMzVjHBeI
785,Sturgeon from Shirley Duncan where are,1864.26,5.61,8cQMzVjHBeI
786,you yes Shirley sturgeon if there's a,1866.69,5.1,8cQMzVjHBeI
787,hung parliament what to shorten the,1869.87,3.96,8cQMzVjHBeI
788,price of your cooperation with a,1871.79,4.98,8cQMzVjHBeI
789,minority government well obviously it's,1873.83,4.62,8cQMzVjHBeI
790,a very good and relevant question for,1876.77,4.11,8cQMzVjHBeI
791,everybody across the UK the SNP may well,1878.45,4.41,8cQMzVjHBeI
792,hold the balance of power in a hung,1880.88,4.08,8cQMzVjHBeI
793,parliament after this election and let,1882.86,5.25,8cQMzVjHBeI
794,me see we will use that influence if we,1884.96,5.64,8cQMzVjHBeI
795,have it responsibly and in the interest,1888.11,4.17,8cQMzVjHBeI
796,of course of standing up for Scotland,1890.6,3.72,8cQMzVjHBeI
797,but also in the interests of progressive,1892.28,5.07,8cQMzVjHBeI
798,values for people right across the UK,1894.32,5.37,8cQMzVjHBeI
799,and let me be very honest I could not in,1897.35,4.71,8cQMzVjHBeI
800,good conscience ever put Boris Johnson,1899.69,5.99,8cQMzVjHBeI
801,into number 10 Downing Street,1902.06,3.62,8cQMzVjHBeI
802,I've seen the misery that Tory policies,1910.35,6.64,8cQMzVjHBeI
803,have heaped upon people and Jeremy,1913.72,5.01,8cQMzVjHBeI
804,Corbyn may not be my choice of labour,1916.99,3.48,8cQMzVjHBeI
805,leader but I don't get to choose the,1918.73,3.9,8cQMzVjHBeI
806,Labour leader so in terms of what I,1920.47,5.85,8cQMzVjHBeI
807,would seek to win from a minority labour,1922.63,6.84,8cQMzVjHBeI
808,government obviously I would ask for and,1926.32,5.729,8cQMzVjHBeI
809,expect Jeremy Corbyn to respect the rate,1929.47,4.62,8cQMzVjHBeI
810,of the Scottish people to choose their,1932.049,3.301,8cQMzVjHBeI
811,own future because it's not for,1934.09,2.91,8cQMzVjHBeI
812,Westminster to decide it's for the,1935.35,3.99,8cQMzVjHBeI
813,people of Scotland but I would also want,1937,4.919,8cQMzVjHBeI
814,an interest arity I would want to see an,1939.34,5.429,8cQMzVjHBeI
815,end to the misery of universal credit I,1941.919,5.1,8cQMzVjHBeI
816,would want to see an NHS protection both,1944.769,4.081,8cQMzVjHBeI
817,so the Iranian Ches cannot be put at the,1947.019,4.441,8cQMzVjHBeI
818,mercy of Donald Trump in a trade deal I,1948.85,4.5,8cQMzVjHBeI
819,would want to see fear of pensions for,1951.46,3.75,8cQMzVjHBeI
820,our older people at the UK is one of the,1953.35,3.959,8cQMzVjHBeI
821,lowest pensions and the OECD so these,1955.21,4.049,8cQMzVjHBeI
822,are the progressive policies that the,1957.309,4.141,8cQMzVjHBeI
823,SMP would champion yes for people in,1959.259,3.87,8cQMzVjHBeI
824,Scotland but also for the benefit of,1961.45,3.449,8cQMzVjHBeI
825,people right across the UK ok well let's,1963.129,2.851,8cQMzVjHBeI
826,come back to his independence referendum,1964.899,3.301,8cQMzVjHBeI
827,well you talked about already at some,1965.98,4.319,8cQMzVjHBeI
828,point we've just heard the Labour leader,1968.2,4.38,8cQMzVjHBeI
829,saying that he would not offer you a,1970.299,4.171,8cQMzVjHBeI
830,second independence referendum for at,1972.58,4.14,8cQMzVjHBeI
831,least two years of a Labour government,1974.47,4.74,8cQMzVjHBeI
832,you said you have said many times you,1976.72,4.289,8cQMzVjHBeI
833,want to do that next year so how's that,1979.21,3.63,8cQMzVjHBeI
834,going to work well you know firstly let,1981.009,3.241,8cQMzVjHBeI
835,me explain my position and then Oh,1982.84,3.449,8cQMzVjHBeI
836,perhaps speculate on Jimmy Kaufman's if,1984.25,3.36,8cQMzVjHBeI
837,I me well you don't need to speculate,1986.289,3,8cQMzVjHBeI
838,because he told us that yes so would you,1987.61,3.21,8cQMzVjHBeI
839,accept speculate on what the position,1989.289,2.911,8cQMzVjHBeI
840,might be after the election as opposed,1990.82,4.14,8cQMzVjHBeI
841,to what he said here today oh I see ok,1992.2,5.579,8cQMzVjHBeI
842,my position is is one of principle,1994.96,4.41,8cQMzVjHBeI
843,there'll be differences of opinion in,1997.779,3.51,8cQMzVjHBeI
844,this room one Scottish independence of,1999.37,3.029,8cQMzVjHBeI
845,course there is a difference of opinion,2001.289,3.691,8cQMzVjHBeI
846,in Scotland on Scottish independence I,2002.399,4.5,8cQMzVjHBeI
847,would not be asking Jeremy Corbyn to,2004.98,4.35,8cQMzVjHBeI
848,support independence but simply to,2006.899,3.961,8cQMzVjHBeI
849,accept the principle that that is a,2009.33,3.329,8cQMzVjHBeI
850,question that should be decided by the,2010.86,4.74,8cQMzVjHBeI
851,people of Scotland not by Westminster no,2012.659,5.73,8cQMzVjHBeI
852,I guess if I can turn to the position,2015.6,4.439,8cQMzVjHBeI
853,that I think Jeremy Corbyn might take,2018.389,3.87,8cQMzVjHBeI
854,after an election I've heard some of,2020.039,3.99,8cQMzVjHBeI
855,what Jeremy Corbyn has been saying to,2022.259,3.571,8cQMzVjHBeI
856,you this evening he spoke with a lot of,2024.029,3.39,8cQMzVjHBeI
857,passion I don't agree with him on,2025.83,3.78,8cQMzVjHBeI
858,everything but I do agree with a great,2027.419,3.87,8cQMzVjHBeI
859,deal of what he was talking about a bit,2029.61,3.99,8cQMzVjHBeI
860,public spending health austerity Toby,2031.289,4.171,8cQMzVjHBeI
861,because he said not for the first two,2033.6,3.779,8cQMzVjHBeI
862,you that's the point I'm coming on time,2035.46,4.41,8cQMzVjHBeI
863,asking you having hair Jeremy Corbyn do,2037.379,5.01,8cQMzVjHBeI
864,you think he's going to walk away from,2039.87,3.21,8cQMzVjHBeI
865,the,2042.389,2.971,8cQMzVjHBeI
866,chance to end austerity to protect the,2043.08,5.579,8cQMzVjHBeI
867,NHS to stop universal credit simply,2045.36,5.46,8cQMzVjHBeI
868,because he wants for a couple of years,2048.659,4.111,8cQMzVjHBeI
869,to prevent Scotland to have the right to,2050.82,3.39,8cQMzVjHBeI
870,self-determination Jeremy Corbyn,2052.77,3.03,8cQMzVjHBeI
871,supports the right of self-determination,2054.21,3.48,8cQMzVjHBeI
872,for almost every other country in the,2055.8,3.39,8cQMzVjHBeI
873,world I'm not sure he's going to,2057.69,3.39,8cQMzVjHBeI
874,compromise the chance to have a Labour,2059.19,4.02,8cQMzVjHBeI
875,government for that issue so you think,2061.08,3.99,8cQMzVjHBeI
876,they wanna thing to our audience and to,2063.21,3.12,8cQMzVjHBeI
877,everyone at home and he's gonna be,2065.07,3.029,8cQMzVjHBeI
878,saying another thing - you probably look,2066.33,3.36,8cQMzVjHBeI
879,your putting it maybe more bluntly I,2068.099,3.57,8cQMzVjHBeI
880,would be more diplomatic going it like,2069.69,4.53,8cQMzVjHBeI
881,it is look but the point is I lead the,2071.669,4.291,8cQMzVjHBeI
882,minority government in Scotland so I,2074.22,4.23,8cQMzVjHBeI
883,know the compromises that you have to,2075.96,5.01,8cQMzVjHBeI
884,make to govern in that situation of,2078.45,4.56,8cQMzVjHBeI
885,course he's putting a manifesto forward,2080.97,3.929,8cQMzVjHBeI
886,but if he's in the position of needing,2083.01,4.53,8cQMzVjHBeI
887,the support of the SNP then I think he,2084.899,4.74,8cQMzVjHBeI
888,will choose to do some of the things,2087.54,3.51,8cQMzVjHBeI
889,that lindy's manifests and I don't think,2089.639,3.72,8cQMzVjHBeI
890,he'll turn his back on that in order to,2091.05,3.9,8cQMzVjHBeI
891,block the rate of the people of Scotland,2093.359,3.121,8cQMzVjHBeI
892,to choose their own future and I'd ask,2094.95,3.48,8cQMzVjHBeI
893,you to make your own minds up on that,2096.48,4.74,8cQMzVjHBeI
894,the men here on the front so you saying,2098.43,5.61,8cQMzVjHBeI
895,that you would prioritize the Scottish,2101.22,4.83,8cQMzVjHBeI
896,independence referendum over ending,2104.04,5.67,8cQMzVjHBeI
897,austerity I wouldn't the Scottish people,2106.05,4.65,8cQMzVjHBeI
898,have the right to choose their own,2109.71,2.85,8cQMzVjHBeI
899,future because fundamentally for,2110.7,4.38,8cQMzVjHBeI
900,Scotland we've put up with Scotland,2112.56,3.93,8cQMzVjHBeI
901,hasn't voted for a conservative,2115.08,4.2,8cQMzVjHBeI
902,Westminster government for 60 years but,2116.49,5.43,8cQMzVjHBeI
903,for 36 of those 60 years we've had to,2119.28,4.02,8cQMzVjHBeI
904,put up with a Tory government we are,2121.92,3.12,8cQMzVjHBeI
905,facing been taken out of the European,2123.3,3.72,8cQMzVjHBeI
906,Union against our will I want Scotland,2125.04,4.11,8cQMzVjHBeI
907,to determine our own future but in,2127.02,4.319,8cQMzVjHBeI
908,answer to your question I will never put,2129.15,5.31,8cQMzVjHBeI
909,a Tory Prime Minister into power I grew,2131.339,4.471,8cQMzVjHBeI
910,up in the West of Scotland I saw the,2134.46,3.69,8cQMzVjHBeI
911,damage I grew up in the factory years I,2135.81,3.87,8cQMzVjHBeI
912,thought the damage that Thole,2138.15,3.66,8cQMzVjHBeI
913,governments did to Scotland then to,2139.68,3.81,8cQMzVjHBeI
914,communities across the UK I will never,2141.81,4.529,8cQMzVjHBeI
915,support a Tory government but if Jeremy,2143.49,5.04,8cQMzVjHBeI
916,Corbyn wants the support of the SNP I,2146.339,4.081,8cQMzVjHBeI
917,don't think it should surprise people to,2148.53,4.38,8cQMzVjHBeI
918,hear me see that I would ask him to,2150.42,3.9,8cQMzVjHBeI
919,respect the rate of the people of,2152.91,3.03,8cQMzVjHBeI
920,Scotland to choose their own future and,2154.32,3.24,8cQMzVjHBeI
921,I don't think he'll turn his back on,2155.94,3.78,8cQMzVjHBeI
922,ending austerity in order to block that,2157.56,4.08,8cQMzVjHBeI
923,right okay well you heard it here folks,2159.72,4.41,8cQMzVjHBeI
924,I'm gonna take a few questions if you,2161.64,3.78,8cQMzVjHBeI
925,don't mind an impact you'd answer in a,2164.13,4.2,8cQMzVjHBeI
926,row yes the woman here hello yes good,2165.42,5.64,8cQMzVjHBeI
927,evening I'm at the moment the talk is,2168.33,4.71,8cQMzVjHBeI
928,that the UK government are focusing too,2171.06,3.32,8cQMzVjHBeI
929,much on brexit and their gay,2173.04,2.75,8cQMzVjHBeI
930,any other issues but don't you think,2174.38,3.24,8cQMzVjHBeI
931,that's happened in Scotland you know,2175.79,3.42,8cQMzVjHBeI
932,Jeremy Corbyn actually just brought up,2177.62,4.59,8cQMzVjHBeI
933,that social inequality is huge I know,2179.21,4.41,8cQMzVjHBeI
934,that knife crime and Glasgow,2182.21,3.54,8cQMzVjHBeI
935,particularly is a big problem do not,2183.62,3.51,8cQMzVjHBeI
936,think by leading with Scottish,2185.75,3.12,8cQMzVjHBeI
937,independence you're actually negating,2187.13,4.14,8cQMzVjHBeI
938,other issues like the UK government are,2188.87,4.2,8cQMzVjHBeI
939,doing now with brexit okay let's take a,2191.27,3.69,8cQMzVjHBeI
940,couple more before you answer yes the,2193.07,7.05,8cQMzVjHBeI
941,man here sorry similar I suppose um but,2194.96,8.07,8cQMzVjHBeI
942,just around if there is a Labour,2200.12,5.19,8cQMzVjHBeI
943,government that you are supporting in,2203.03,5.25,8cQMzVjHBeI
944,coalition then and that Labour,2205.31,5.16,8cQMzVjHBeI
945,government takes us through a second,2208.28,4.05,8cQMzVjHBeI
946,referendum and we don't leave Europe,2210.47,4.71,8cQMzVjHBeI
947,given that the labour mandate is does,2212.33,4.14,8cQMzVjHBeI
948,correspond to the yours quite so well,2215.18,3.68,8cQMzVjHBeI
949,will you still be pushing for a,2216.47,4.62,8cQMzVjHBeI
950,independence referendum for Scotland and,2218.86,5.05,8cQMzVjHBeI
951,just the men at the bank over the past,2221.09,4.59,8cQMzVjHBeI
952,four years we've all borne witness to,2223.91,3.99,8cQMzVjHBeI
953,the faster for drugs and negotiation so,2225.68,4.11,8cQMzVjHBeI
954,if Scotland were to get its referendum,2227.9,4.02,8cQMzVjHBeI
955,and it were to win what guarantees could,2229.79,4.17,8cQMzVjHBeI
956,you make to the rest of the Union that,2231.92,5.01,8cQMzVjHBeI
957,we wouldn't see the the horrible result,2233.96,4.77,8cQMzVjHBeI
958,of the brig's at negotiations with the,2236.93,3.51,8cQMzVjHBeI
959,tooing and throwing of their hard,2238.73,3.3,8cQMzVjHBeI
960,borders and customs unions and things,2240.44,4.53,8cQMzVjHBeI
961,like that okay lots of different,2242.03,4.59,8cQMzVjHBeI
962,questions it's like trying to dress I'm,2244.97,3.51,8cQMzVjHBeI
963,try to do it as briefly as possible on,2246.62,3.36,8cQMzVjHBeI
964,the the question very good question,2248.48,4.38,8cQMzVjHBeI
965,about I'll be prioritizing independence,2249.98,4.23,8cQMzVjHBeI
966,over other issues I would say that the,2252.86,3.72,8cQMzVjHBeI
967,evidence says no don't get me wrong,2254.21,4.65,8cQMzVjHBeI
968,Scotland has challenges all countries,2256.58,4.11,8cQMzVjHBeI
969,have challenges as First Minister I,2258.86,3.99,8cQMzVjHBeI
970,faced challenges in our public services,2260.69,4.11,8cQMzVjHBeI
971,every single day and my job is to,2262.85,3.93,8cQMzVjHBeI
972,confront those but if you look at some,2264.8,3.81,8cQMzVjHBeI
973,of the policies well if you look at some,2266.78,3.78,8cQMzVjHBeI
974,of the policies and Labor's Manifesto,2268.61,3.72,8cQMzVjHBeI
975,published this week if you take things,2270.56,3.81,8cQMzVjHBeI
976,like carefree prescriptions free,2272.33,5.25,8cQMzVjHBeI
977,university education restoring the,2274.37,5.58,8cQMzVjHBeI
978,nursing bursary opposition to fracking,2277.58,4.68,8cQMzVjHBeI
979,for example these are all things that my,2279.95,4.17,8cQMzVjHBeI
980,government in Scotland has already done,2282.26,4.23,8cQMzVjHBeI
981,so we're getting on with delivering,2284.12,4.62,8cQMzVjHBeI
982,those progressive policies but we want,2286.49,4.41,8cQMzVjHBeI
983,to be in charge of our own future not to,2288.74,3.87,8cQMzVjHBeI
984,turn our backs and the rest of the UK,2290.9,3.96,8cQMzVjHBeI
985,will always be the closest friends and,2292.61,3.87,8cQMzVjHBeI
986,neighbors but so that we don't get,2294.86,3.81,8cQMzVjHBeI
987,dragged down paths by Tory governments,2296.48,5.13,8cQMzVjHBeI
988,that we don't want to go down and the,2298.67,6.84,8cQMzVjHBeI
989,second question on if there is a second,2301.61,6.69,8cQMzVjHBeI
990,EU referendum and the UK votes,2305.51,5.61,8cQMzVjHBeI
991,and I hope that happens I've campaigned,2308.3,5.04,8cQMzVjHBeI
992,and worked as hard as possible as has,2311.12,4.29,8cQMzVjHBeI
993,the SNP to try to find a way for the,2313.34,4.35,8cQMzVjHBeI
994,whole UK to stay in the EU because I,2315.41,4.05,8cQMzVjHBeI
995,think that's the best future and then I,2317.69,2.94,8cQMzVjHBeI
996,won't need to call for a second in,2319.46,2.4,8cQMzVjHBeI
997,offenders referenda because they won't,2320.63,2.79,8cQMzVjHBeI
998,be the material change that you talked,2321.86,4.44,8cQMzVjHBeI
999,about last time which you need appending,2323.42,4.29,8cQMzVjHBeI
1000,to yourself to have won the case for,2326.3,3.84,8cQMzVjHBeI
1001,independence doesn't at rest solely on,2327.71,5.13,8cQMzVjHBeI
1002,breaks it breaks it is one example it's,2330.14,4.65,8cQMzVjHBeI
1003,a very extreme example of the way in,2332.84,4.7,8cQMzVjHBeI
1004,which Scotland is treated with contempt,2334.79,6.39,8cQMzVjHBeI
1005,often by Westminster and we've seen that,2337.54,5.32,8cQMzVjHBeI
1006,over the past three years we've tried to,2341.18,3.42,8cQMzVjHBeI
1007,compromise we've tried to find ways to,2342.86,3.48,8cQMzVjHBeI
1008,protect Scotland's and trace and that,2344.6,3.57,8cQMzVjHBeI
1009,hasn't happened so I think Scotland does,2346.34,3.99,8cQMzVjHBeI
1010,need to make that choice about taking a,2348.17,5.01,8cQMzVjHBeI
1011,future into our own hands and thirdly,2350.33,4.68,8cQMzVjHBeI
1012,because this is a very good question,2353.18,3.96,8cQMzVjHBeI
1013,about you know will independence be as,2355.01,4.86,8cQMzVjHBeI
1014,difficult as breaks it and you know I,2357.14,4.56,8cQMzVjHBeI
1015,you've probably noticed this I have,2359.87,3.36,8cQMzVjHBeI
1016,paused breaks that I think bricks is a,2361.7,4.08,8cQMzVjHBeI
1017,big mistake but what I don't think is,2363.23,5.16,8cQMzVjHBeI
1018,that the mess that breaks it has become,2365.78,5.43,8cQMzVjHBeI
1019,was inevitable and that was down to the,2368.39,4.5,8cQMzVjHBeI
1020,fact that the breaks are tears if I can,2371.21,3.84,8cQMzVjHBeI
1021,be under climatic for a moment toward a,2372.89,4.71,8cQMzVjHBeI
1022,lotta lies on one of them on the side of,2375.05,6.5,8cQMzVjHBeI
1023,a bus it was David,2377.6,3.95,8cQMzVjHBeI
1024,the fact that there was no honesty or,2383.74,4.29,8cQMzVjHBeI
1025,frankness about the implications no,2386.38,4.02,8cQMzVjHBeI
1026,planning done in advance and then Teresa,2388.03,3.21,8cQMzVjHBeI
1027,may come out with all these,2390.4,2.82,8cQMzVjHBeI
1028,contradictory red lines that could never,2391.24,4.95,8cQMzVjHBeI
1029,be reconciled contrast that with the,2393.22,4.77,8cQMzVjHBeI
1030,independence referendum in 2014,2396.19,3.54,8cQMzVjHBeI
1031,whether you agreed with the proposition,2397.99,3.18,8cQMzVjHBeI
1032,or not there was a very detailed,2399.73,3.3,8cQMzVjHBeI
1033,proposition we done the work we'd done,2401.17,4.04,8cQMzVjHBeI
1034,the thinking we had a whole transition,2403.03,4.86,8cQMzVjHBeI
1035,program ready to go had the result gone,2405.21,4.6,8cQMzVjHBeI
1036,the other way so I don't think we should,2407.89,3.719,8cQMzVjHBeI
1037,allow the breaks of Tears who made such,2409.81,4.41,8cQMzVjHBeI
1038,a hash of bricks that toot are all,2411.609,5.191,8cQMzVjHBeI
1039,positive change with their brush they,2414.22,4.86,8cQMzVjHBeI
1040,may stop it doesn't mean others have to,2416.8,3.72,8cQMzVjHBeI
1041,mess it up as well and you want a,2419.08,5.039,8cQMzVjHBeI
1042,confirmation referendum on brexit would,2420.52,4.98,8cQMzVjHBeI
1043,you also want to confirm a tree,2424.119,3.181,8cQMzVjHBeI
1044,referendum on your pendants deal by the,2425.5,3.119,8cQMzVjHBeI
1045,same token that that is actually,2427.3,2.91,8cQMzVjHBeI
1046,connected to the answer of just given,2428.619,2.941,8cQMzVjHBeI
1047,because the reason why I did not hear,2430.21,2.25,8cQMzVjHBeI
1048,that answer would you want a,2431.56,2.7,8cQMzVjHBeI
1049,confirmatory referendum on your,2432.46,3.33,8cQMzVjHBeI
1050,independence if you let me assert my own,2434.26,3.81,8cQMzVjHBeI
1051,terms if I me because I was drawing the,2435.79,4.65,8cQMzVjHBeI
1052,contrast between the mace of break film,2438.07,4.38,8cQMzVjHBeI
1053,and the different approach taken for,2440.44,3.57,8cQMzVjHBeI
1054,independence I don't think it was,2442.45,3.06,8cQMzVjHBeI
1055,inevitable that breaks it was amazed,2444.01,2.339,8cQMzVjHBeI
1056,therefore I don't think it was,2445.51,2.67,8cQMzVjHBeI
1057,inevitable so that were in the position,2446.349,3.331,8cQMzVjHBeI
1058,of having another resident would you,2448.18,3.659,8cQMzVjHBeI
1059,want a condo because okay so you want a,2449.68,3.81,8cQMzVjHBeI
1060,referendum for brexit a second well but,2451.839,3.391,8cQMzVjHBeI
1061,not for your notes do the decision,2453.49,3.75,8cQMzVjHBeI
1062,making is I don't think the position,2455.23,3.18,8cQMzVjHBeI
1063,we're in right now was bricks that had,2457.24,3.27,8cQMzVjHBeI
1064,to be like this that was down to the bad,2458.41,4.17,8cQMzVjHBeI
1065,planning the lack of planning which I,2460.51,3.18,8cQMzVjHBeI
1066,don't think the proponents of,2462.58,2.82,8cQMzVjHBeI
1067,Independence it would allow to happen,2463.69,4.53,8cQMzVjHBeI
1068,can we have a Rebecca Ferguson where are,2465.4,6.98,8cQMzVjHBeI
1069,they and so I'd like to know,2468.22,6.78,8cQMzVjHBeI
1070,irrespective of maybe if we leave the EU,2472.38,7.08,8cQMzVjHBeI
1071,or not if you are denied by government a,2475,7.08,8cQMzVjHBeI
1072,second independence referendum for,2479.46,5.08,8cQMzVjHBeI
1073,Scotland what particular action will you,2482.08,4.92,8cQMzVjHBeI
1074,take following that decision and whether,2484.54,4.62,8cQMzVjHBeI
1075,that's because they said no or whether,2487,5.19,8cQMzVjHBeI
1076,because maybe jeremy corbyn's government,2489.16,4.89,8cQMzVjHBeI
1077,or dragging their heels and it's going,2492.19,3.24,8cQMzVjHBeI
1078,on in your promise but you're not quite,2494.05,3.809,8cQMzVjHBeI
1079,getting it what action we take well you,2495.43,4.62,8cQMzVjHBeI
1080,know people understandably asked me that,2497.859,3.961,8cQMzVjHBeI
1081,all the time and and what I see and I,2500.05,2.52,8cQMzVjHBeI
1082,know it sounds like a typical,2501.82,2.549,8cQMzVjHBeI
1083,politicians we have avoiding the answer,2502.57,3.269,8cQMzVjHBeI
1084,before I see it is whenever we do on,2504.369,3.24,8cQMzVjHBeI
1085,that well not to not know because I,2505.839,4.051,8cQMzVjHBeI
1086,genuinely don't like to answer questions,2507.609,5.071,8cQMzVjHBeI
1087,that we but if I come to that point then,2509.89,4.17,8cQMzVjHBeI
